"average_covered_charges","average_medicare_payments","average_medicare_payments_2","drg_definition","hospital_referral_region_description","provider_city","provider_id","provider_name","provider_state","provider_street_address","provider_zip_code","total_discharges"
"59512.24","6449.79","5568.65","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Dayton","DAYTON","360052","GOOD SAMARITAN HOSPITAL","OH","2222 PHILADELPHIA DRIVE","45406","29"
"27526.39","8977.56","3932.91","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Cincinnati","FAIRFIELD","360056","MERCY HOSPITAL FAIRFIELD","OH","3000 MACK ROAD","45014","23"
"19931.5","9506.58","8660.25","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Cleveland","CLEVELAND","360059","METRO HEALTH MEDICAL CENTER","OH","2500 METROHEALTH DRIVE","44109","12"
"28946.88","6284.11","4673.44","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Youngstown","YOUNGSTOWN","360064","ST ELIZABETH HEALTH CENTER","OH","1044 BELMONT AVENUE","44501","43"
"28088.11","5875.61","4839.30","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Dayton","LIMA","360066","ST RITA'S MEDICAL CENTER","OH","730 WEST MARKET STREET","45801","26"
"32739.43","6722.54","5507.94","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Toledo","TOLEDO","360068","TOLEDO HOSPITAL THE","OH","2142 NORTH COVE BOULEVARD","43606","51"
"9973.26","5954.43","4725.7","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Canton","CANTON","360070","MERCY MEDICAL CENTER","OH","1320 MERCY DRIVE NW","44708","30"
"23898.04","6037.04","5199.08","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Columbus","LANCASTER","360072","FAIRFIELD MEDICAL CENTER","OH","401 NORTH EWING STREET","43130","23"
"34193.04","6225.71","4854.28","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Cleveland","CLEVELAND","360077","FAIRVIEW HOSPITAL","OH","18101 LORAIN AVENUE","44111","21"
"15782.11","5583.88","4526","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Akron","RAVENNA","360078","ROBINSON MEMORIAL HOSPITAL","OH","6847 N CHESTNUT","44266","17"
"41482.78","6873.44","4997.37","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Kettering","KETTERING","360079","KETTERING MEDICAL CENTER","OH","3535 SOUTHERN BOULEVARD","45429","61"
"10155.27","5955.56","4828.91","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Canton","CANTON","360084","AULTMAN HOSPITAL","OH","2600 SIXTH STREET SW","44710","37"
"42623.10","8222.27","6870.89","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Columbus","COLUMBUS","360085","OHIO STATE UNIVERSITY HOSPITALS","OH","410 WEST 10TH AVENUE","43210","37"
"20787.38","6901.61","4725.61","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Dayton","SPRINGFIELD","360086","SPRINGFIELD REGIONAL MEDICAL CENTER","OH","100 MEDICAL CENTER DRIVE","45504","13"
"12743","6139.90","4372.85","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Toledo","FINDLAY","360095","BLANCHARD VALLEY HOSPITAL","OH","1900 SOUTH MAIN STREET","45840","21"
"19797.05","5360.10","4473.15","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Cleveland","CONCORD","360098","LAKE HEALTH","OH","7590 AUBURN ROAD","44077","19"
"38106","8347.52","7096.85","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Toledo","TOLEDO","360112","MERCY ST VINCENT MEDICAL CENTER","OH","2213 CHERRY STREET","43608","21"
"11684.44","5566.79","4561.82","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Columbus","MANSFIELD","360118","MEDCENTRAL HEALTH SYSTEM","OH","335 GLESSNER AVENUE","44903","29"
"36421.81","6051","5027.72","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Cincinnati","HAMILTON","360132","FORT HAMILTON HUGHES MEMORIAL HOSPITAL","OH","630 EATON AVENUE","45013","11"
"47552.12","7375.25","6188.5","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Dayton","DAYTON","360133","GRANDVIEW HOSPITAL & MEDICAL CENTER","OH","405 GRAND AVENUE","45405","16"
"36665.58","6971.52","6041.17","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Cincinnati","CINCINNATI","360134","GOOD SAMARITAN HOSPITAL","OH","375 DIXMYTH AVENUE","45220","17"
"34898.07","8591.78","6591.5","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Cleveland","CLEVELAND","360137","UNIVERSITY HOSPITALS OF CLEVELAND","OH","11100 EUCLID AVENUE","44106","14"
"14128.05","6034.76","3980.76","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Elyria","ELYRIA","360145","EMH REGIONAL MEDICAL CENTER","OH","630 EAST RIVER STREET","44035","17"
"19650.07","5434.71","4314.14","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Columbus","MARIETTA","360147","MARIETTA MEMORIAL HOSPITAL","OH","401 MATTHEW STREET","45750","14"
"30076.15","5554.5","3921.95","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Cleveland","MIDDLEBURG HEIG","360155","SOUTHWEST GENERAL HEALTH CENTER","OH","18697 BAGLEY ROAD","44130","20"
"22654.52","6407.02","5612.67","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Columbus","CHILLICOTHE","360159","ADENA REGIONAL MEDICAL CENTER","OH","272 HOSPITAL ROAD","45601","34"
"28002.46","6195.46","4717.38","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Youngstown","WARREN","360161","ST JOSEPH HEALTH CENTER","OH","667 EASTLAND AVE SE","44481","13"
"29258.82","6465","5317.35","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Cincinnati","CINCINNATI","360163","CHRIST HOSPITAL","OH","2139 AUBURN AVENUE","45219","34"
"22847.53","5827.92","4703.30","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Elyria","LORAIN","360172","MERCY REGIONAL MEDICAL CENTER","OH","3700 KOLBE ROAD","44053","13"
"36272.88","5897.64","4558.76","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Cincinnati","CINCINNATI","360179","BETHESDA NORTH HOSPITAL","OH","10500 MONTGOMERY ROAD","45242","25"
"41630.90","8079.97","5266.93","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Cleveland","CLEVELAND","360180","CLEVELAND CLINIC","OH","9500 EUCLID AVENUE","44195","44"
"19495.71","5664.71","4782.14","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Pittsburgh","STEUBENVILLE","360211","TRINITY MEDICAL CTR EAST&TRINITY MEDICAL CTR WEST","OH","380 SUMMIT AVENUE","43952","14"
"29421.14","5860.33","3746.19","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Cleveland","MAYFIELD HEIGHT","360230","HILLCREST HOSPITAL","OH","6780 MAYFIELD ROAD","44124","21"
"51405.5","5735","4919","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OH - Toledo","TOLEDO","360262","MERCY ST ANNE HOSPITAL","OH","3404 SYLVANIA AVENUE","43623","22"
"22767.52","7645.5","6358.42","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OK - Tulsa","TULSA","370001","HILLCREST MEDICAL CENTER","OK","1120 SOUTH UTICA AVENUE","74104","42"
"29367.05","7900.64","5537.17","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OK - Oklahoma City","ENID","370016","INTEGRIS BASS BAPTIST HEALTH CENTER","OK","600 SOUTH MONROE","73701","17"
"38192.26","7193.07","5729.41","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OK - Oklahoma City","OKLAHOMA CITY","370028","INTEGRIS BAPTIST MEDICAL CENTER","OK","3300 NORTHWEST EXPRESSWAY","73112","56"
"30496.52","7824.78","6008.15","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OK - Oklahoma City","OKLAHOMA CITY","370037","ST ANTHONY HOSPITAL","OK","1000 NORTH LEE AVENUE","73101","19"
"16458.95","5789.27","4809.27","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OK - Lawton","LAWTON","370056","COMANCHE COUNTY MEMORIAL HOSPITAL","OK","3401 WEST GORE BOULVARD","73505","47"
"19518.68","6308.21","4684.37","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OK - Tulsa","TULSA","370091","SAINT FRANCIS HOSPITAL, INC","OK","6161 SOUTH YALE","74136","32"
"18535.12","6342.25","4777.81","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OK - Tulsa","TULSA","370114","ST JOHN MEDICAL CENTER, INC","OK","1923 SOUTH UTICA AVENUE","74104","48"
"26152.75","6771.93","4668.25","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OK - Tulsa","TULSA","370202","SOUTHCREST HOSPITAL","OK","8801 SOUTH 101ST EAST AVENUE","74133","16"
"20634.97","5351.27","4286.02","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OK - Oklahoma City","OKLAHOMA CITY","370215","OKLAHOMA HEART HOSPITAL","OK","4050 WEST MEMORIAL ROAD","73120","170"
"17032.06","5365.56","3927.56","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OK - Oklahoma City","OKLAHOMA CITY","370234","OKLAHOMA HEART HOSPITAL SOUTH","OK","5200 EAST I-240 SERVICE ROAD","73135","16"
"11267.6","5802","4804.85","069 - TRANSIENT ISCHEMIA","NY - Albany","PITTSFIELD","220046","BERKSHIRE MEDICAL CENTER INC","MA","725 NORTH STREET","1201","35"
"24885.71","6234.78","5597.07","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OR - Medford","GRANTS PASS","380002","THREE RIVERS COMMUNITY HOSPITAL","OR","500 SW RAMSEY AVENUE","97527","14"
"21415.26","7538.67","5289.05","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OR - Portland","PORTLAND","380004","PROVIDENCE ST VINCENT MEDICAL CENTER","OR","9205 SW BARNES ROAD","97225","52"
"32728.45","8428","7816.36","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OR - Portland","PORTLAND","380007","LEGACY EMANUEL MEDICAL CENTER","OR","2801 N GANTENBEIN AVENUE","97227","11"
"21741.08","7298.10","5383.70","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OR - Eugene","CORVALLIS","380014","GOOD SAMARITAN REGIONAL MEDICAL CENTER","OR","3600 NW SAMARITAN DRIVE","97330","37"
"20648.46","6694.95","5404.56","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OR - Medford","MEDFORD","380018","ROGUE VALLEY MEDICAL CENTER","OR","2825 E BARNETT ROAD","97504","93"
"33958.90","6461","5337.72","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OR - Eugene","SPRINGFIELD","380020","MCKENZIE-WILLAMETTE MEDICAL CENTER","OR","1460 G STREET","97477","11"
"24736.57","7044.52","5230.63","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OR - Bend","BEND","380047","ST CHARLES MEDICAL CENTER - BEND","OR","2500 NE NEFF ROAD","97701","19"
"24192.89","6752.36","5690.05","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OR - Salem","SALEM","380051","SALEM HOSPITAL","OR","890 OAK STREET, SE","97301","19"
"25407.85","6090","5209.71","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OR - Medford","MEDFORD","380075","PROVIDENCE MEDFORD MEDICAL CENTER","OR","1111 CRATER LAKE AVENUE","97504","14"
"27706.13","6153","5176.2","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OR - Portland","TUALATIN","380089","LEGACY MERIDIAN PARK MEDICAL CENTER","OR","19300 SW 65TH AVENUE","97062","15"
"16988.91","8851","7821.60","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OR - Eugene","COOS BAY","380090","BAY AREA HOSPITAL","OR","1775 THOMPSON ROAD","97420","23"
"21209.04","7188.71","5366.06","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","OR - Eugene","SPRINGFIELD","380102","SACRED HEART MEDICAL CENTER - RIVERBEND","OR","3333 RIVERBEND DRIVE","97477","46"
"19793.68","5969.65","4651.10","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Scranton","SCRANTON","390001","COMMUNITY MEDICAL CENTER","PA","1822 MULBERRY STREET","18510","29"
"38481.38","8216.46","7269.69","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Danville","DANVILLE","390006","GEISINGER MEDICAL CENTER","PA","100 NORTH ACADEMY AVENUE","17822","26"
"40927.28","6337.05","5475.30","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Erie","ERIE","390009","SAINT VINCENT HEALTH CENTER","PA","232 WEST 25TH STREET","16544","39"
"13645.52","5388","4264.42","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Danville","LEWISBURG","390013","EVANGELICAL COMMUNITY HOSPITAL","PA","ONE HOSPITAL DRIVE","17837","19"
"10625.21","5274","4438.71","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Reading","POTTSVILLE","390031","SCHUYLKILL MEDICAL CENTER - EAST NORWEGIAN STREET","PA","700 EAST NORWEGIAN STREET","17901","14"
"20686.66","6894.8","5954.66","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Reading","READING","390044","READING HOSPITAL MEDICAL CENTER","PA","SIXTH AVENUE AND SPRUCE ST","19603","30"
"25911.64","6051.29","5060","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Danville","WILLIAMSPORT","390045","WILLIAMSPORT REGIONAL MEDICAL CENTER","PA","700 HIGH STREET","17701","34"
"16807.88","7825.68","5505.28","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - York","YORK","390046","YORK HOSPITAL","PA","1001 SOUTH GEORGE STREET","17403","25"
"46133.88","6832.72","5535.90","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Allentown","BETHLEHEM","390049","ST LUKE'S HOSPITAL BETHLEHEM","PA","801 OSTRUM STREET","18015","43"
"23118.26","7177.92","6399.15","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Pittsburgh","PITTSBURGH","390050","ALLEGHENY GENERAL HOSPITAL","PA","320 EAST NORTH AVENUE","15212","26"
"39160.36","5990.27","4967","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Allentown","SELLERSVILLE","390057","GRAND VIEW HOSPITAL","PA","700 LAWN AVENUE","18960","11"
"46258.04","5956.95","4083.68","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Harrisburg","CARLISLE","390058","CARLISLE REGIONAL MEDICAL CENTER","PA","361 ALEXANDER SPRING ROAD","17015","22"
"47562.06","5802.18","4748.93","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Erie","ERIE","390063","UPMC HAMOT","PA","201 STATE STREET","16550","16"
"20481.7","5773.5","4093.87","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Altoona","ALTOONA","390073","ALTOONA REGIONAL HEALTH SYSTEM","PA","620 HOWARD AVENUE","16601","40"
"13167.19","6239.51","5062.93","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Pittsburgh","DUBOIS","390086","DUBOIS REGIONAL MEDICAL CENTER","PA","100 HOSPITAL AVENUE","15801","31"
"18478.94","6225.17","4992.60","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Lancaster","LANCASTER","390100","LANCASTER GENERAL HOSPITAL","PA","555 NORTH DUKE STREET","17604","51"
"46515.71","6942.42","5465.85","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Philadelphia","NORRISTOWN","390108","MONTGOMERY HOSPITAL","PA","POWELL & FORNANCE STREETS","19401","14"
"15863.27","6220.18","5196.90","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Johnstown","JOHNSTOWN","390110","CONEMAUGH VALLEY MEMORIAL HOSPITAL","PA","1086 FRANKLIN STREET","15905","22"
"67320.14","10129","8788.77","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Philadelphia","PHILADELPHIA","390111","HOSPITAL OF UNIV OF PENNSYLVANIA","PA","34TH & SPRUCE STS","19104","27"
"43653.77","7739.44","5559.69","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Allentown","ALLENTOWN","390133","LEHIGH VALLEY HOSPITAL","PA","PO BOX 689","18105","36"
"34977.55","5896.04","4765.97","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Wilkes-Barre","WILKES-BARRE","390137","WILKES-BARRE GENERAL HOSPITAL","PA","575 NORTH RIVER STREET","18764","43"
"23006.72","6742.31","5053.03","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Philadelphia","BRYN MAWR","390139","MAIN LINE HOSPITAL BRYN MAWR CAMPUS","PA","130 SOUTH BRYN MAWR AVE","19010","29"
"10425.36","5427.18","4409.72","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Pittsburgh","GREENSBURG","390145","EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL","PA","532 WEST PITTSBURGH STREET","15601","11"
"20269.05","6053.17","5330.11","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Harrisburg","CHAMBERSBURG","390151","CHAMBERSBURG HOSPITAL","PA","112 NORTH SEVENTH STREET","17201","17"
"20142.88","6357.68","4847.08","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Philadelphia","PAOLI","390153","MAIN LINE HOSPITAL PAOLI","PA","255 WEST LANCASTER AVENUE","19301","25"
"116349.84","6826.47","6000.78","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Allentown","EASTON","390162","EASTON HOSPITAL","PA","250 SOUTH 21ST STREET","18042","19"
"59151.9","8074.2","6425.5","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Pittsburgh","PITTSBURGH","390164","UPMC PRESBYTERIAN SHADYSIDE","PA","200 LOTHROP STREET","15213","20"
"26107.15","5435.53","4393.07","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Pittsburgh","BUTLER","390168","BUTLER MEMORIAL HOSPITAL","PA","ONE HOSPITAL WAY","16001","13"
"51713.8","9313.24","7045.64","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Philadelphia","PHILADELPHIA","390174","THOMAS JEFFERSON UNIVERSITY HOSPITAL","PA","111 SOUTH 11TH STREET","19107","25"
"20250","5986","5065.63","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Philadelphia","WEST CHESTER","390179","CHESTER COUNTY HOSPITAL","PA","701 EAST MARSHALL ST","19380","11"
"77177.23","7469.84","6432.30","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Philadelphia","UPLAND","390180","CROZER CHESTER MEDICAL CENTER","PA","ONE MEDICAL CENTER BOULEVARD","19013","13"
"22139.11","7097.55","6093.11","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Philadelphia","WYNNEWOOD","390195","MAIN LINE HOSPITAL LANKENAU","PA","100 LANCASTER AVE","19096","18"
"26401.54","6836.36","5816","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Allentown","ALLENTOWN","390197","SACRED HEART HOSPITAL","PA","421 CHEW STREET","18102","11"
"14979.92","7244","6359.14","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Allentown","EAST STROUDSBUR","390201","POCONO MEDICAL CENTER","PA","206 EAST BROWN STREET","18301","14"
"65682.38","8886","6318.92","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Philadelphia","PHILADELPHIA","390223","PENN PRESBYTERIAN MEDICAL CENTER","PA","51 NORTH 39TH STREET","19104","13"
"23510","5646.63","4514.63","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Lancaster","EPHRATA","390225","EPHRATA COMMUNITY HOSPITAL","PA","169 MARTIN AVENUE","17522","11"
"39054.81","7960.09","6991.18","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Philadelphia","PHILADELPHIA","390226","PENNSYLVANIA HOSP OF THE UNIV OF PA HEALTH SYS","PA","800 SPRUCE STREET","19107","22"
"40088.58","6881.35","5825.35","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Philadelphia","ABINGTON","390231","ABINGTON MEMORIAL HOSPITAL","PA","1200 OLD YORK ROAD","19001","17"
"18849.21","5681","4636.71","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Scranton","SCRANTON","390237","REGIONAL HOSPITAL OF SCRANTON","PA","746 JEFFERSON AVENUE","18501","14"
"28563.10","8643.42","7756.47","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Harrisburg","HERSHEY","390256","MILTON S HERSHEY MEDICAL CENTER","PA","500 UNIVERSITY DRIVE","17033","19"
"40932.84","7512.10","4533.52","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Philadelphia","LANGHORNE","390258","ST MARY MEDICAL CENTER","PA","LANGHORNE-NEWTOWN RD","19047","19"
"16710.3","5182","4397.6","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Pittsburgh","PITTSBURGH","390265","JEFFERSON REGIONAL MEDICAL CENTER","PA","565 COAL VALLEY RD","15236","20"
"16022.06","5209.25","4226.75","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Danville","STATE COLLEGE","390268","MOUNT NITTANY MEDICAL CENTER","PA","1800 EAST PARK AVE","16803","16"
"32645.71","6387.39","5585.67","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","PA - Wilkes-Barre","WILKES BARRE","390270","GEISINGER WYOMING VALLEY MEDICAL CENTER","PA","100O EAST MOUNTAIN BOULEVARD","18711","28"
"23619.86","9262.11","8123.53","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","RI - Providence","PROVIDENCE","410007","RHODE ISLAND HOSPITAL","RI","593 EDDY STREET","2902","43"
"23947.55","7467.6","5681.9","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","RI - Providence","WARWICK","410009","KENT COUNTY MEMORIAL HOSPITAL","RI","455 TOLL GATE RD","2886","20"
"27174","7160.76","6212.76","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","RI - Providence","PROVIDENCE","410012","MIRIAM HOSPITAL","RI","164 SUMMIT AVENUE","2906","13"
"22432.35","6490.71","5192.85","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","NC - Charlotte","ROCK HILL","420002","PIEDMONT MEDICAL CENTER","SC","222 S HERLONG AVE","29730","42"
"24844.36","9314.2","7729.5","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","SC - Charleston","CHARLESTON","420004","MUSC MEDICAL CENTER","SC","169 ASHLEY AVE","29425","30"
"32177.22","6949.97","5188.58","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","SC - Spartanburg","SPARTANBURG","420007","SPARTANBURG REGIONAL MEDICAL CENTER","SC","101 E WOOD ST","29303","48"
"46681.92","8213.56","6272.52","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","SC - Columbia","COLUMBIA","420018","PALMETTO HEALTH RICHLAND","SC","5 RICHLAND MEDICAL PARK","29203","25"
"39632.85","5766.65","4363.39","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","SC - Greenville","GREENVILLE","420023","ST FRANCIS-DOWNTOWN","SC","ONE ST FRANCIS DR","29601","41"
"45046.14","5345.59","4181.06","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","SC - Columbia","COLUMBIA","420026","SISTERS OF CHARITY PROVIDENCE HOSPITALS","SC","2435 FOREST DR","29204","47"
"37210.10","6809.48","4700.17","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","SC - Greenville","ANDERSON","420027","ANMED HEALTH","SC","800 N FANT ST","29621","29"
"16748.91","6365.82","5434.86","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","SC - Charleston","CONWAY","420049","CONWAY MEDICAL CENTER","SC","300 SINGLETON RIDGE ROAD","29526","23"
"25785.69","6814.33","5140.95","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","SC - Florence","FLORENCE","420051","MCLEOD REGIONAL MEDICAL CENTER-PEE DEE","SC","555 E CHEVES ST BOX 8700","29506","71"
"23721.95","6712.09","5690.27","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","GA - Savannah","BEAUFORT","420067","BEAUFORT COUNTY MEMORIAL HOSPITAL","SC","955 RIBAUT RD","29902","22"
"26383.72","8193","7225.54","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","SC - Columbia","GREENWOOD","420071","SELF REGIONAL HEALTHCARE","SC","1325 SPRING STREET","29646","22"
"32362.67","5813.31","4564.25","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","SC - Columbia","WEST COLUMBIA","420073","LEXINGTON MEDICAL CENTER","SC","2720 SUNSET BLVD","29169","58"
"33865.72","7367","5846.07","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","SC - Greenville","GREENVILLE","420078","GREENVILLE MEMORIAL HOSPITAL","SC","701 GROVE RD","29605","55"
"35191.47","8095.12","4735.09","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","SC - Charleston","CHARLESTON","420079","TRIDENT MEDICAL CENTER","SC","9330 MEDICAL PLAZA DR","29406","55"
"47898.54","6626","5808.54","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","GA - Augusta","AIKEN","420082","AIKEN REGIONAL MEDICAL CENTER","SC","302 UNIVERSITY PARKWAY","29801","11"
"27919.72","5441.87","4514.37","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","SC - Charleston","MYRTLE BEACH","420085","GRAND STRAND REG MED CENTER","SC","809 82ND PARKWAY BOX 7500","29577","40"
"24662.72","5664.85","4612.93","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","SC - Charleston","CHARLESTON","420087","ROPER HOSPITAL","SC","316 CALHOUN ST","29401","48"
"72954.62","6416.27","5427.06","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","SC - Florence","FLORENCE","420091","CAROLINAS HOSPITAL SYSTEM","SC","805 PAMPLICO HWY BOX 100550","29505","43"
"27898.54","5542.36","3748.36","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","SC - Charleston","MURRELLS INLET","420098","WACCAMAW COMMUNITY HOSPITAL","SC","4070 HIGHWAY 17 BY-PASS","29576","11"
"12715.56","6551.73","5719.21","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","SD - Sioux Falls","YANKTON","430012","AVERA SACRED HEART HOSPITAL","SD","501 SUMMIT","57078","23"
"22746.73","6696.49","5238.01","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","SD - Sioux Falls","SIOUX FALLS","430027","SANFORD USD MEDICAL CENTER","SD","1305 W 18TH ST  PO BOX 5039","57117","67"
"30355.22","7857","6796.77","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","SD - Rapid City","RAPID CITY","430077","RAPID CITY REGIONAL HOSPITAL","SD","353 FAIRMONT BLVD  PO BOX 6000","57701","18"
"21530.18","6362.72","4394.89","039 - EXTRACRANIAL PROCEDURES W/O CC/MCC","SD - Sioux Falls","SIOUX FALLS","430095","AVERA HEART HOSPITAL OF SOUTH DAKOTA LLC","SD","4500 W 69TH ST","57108","48"
